playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
"2532890","null","Mychal Kendricks","LB","PHI","LB","PHI","-11.6864","113.0726","null","null","161","29","null","0.6166","140.1","-20.9","3","132.8294","80.4404","6.2603","9",
"2539205","null","Terrance Williams","WR","DAL","WR","DAL","-11.832","110.2433","null","120","162","45","null","1.5229","129.2217","-32.7783","2.1","123.4964","90.4234","3.8221","22",
"2543711","null","Telvin Smith","LB","JAC","LB","JAC","-12.2234","112.5357","null","null","163","30","null","1.467","176.95","13.95","3","124.0246","95.9404","3.7056","49",
"2543847","null","John Brown","WR","ARI","WR","ARI","-12.3044","109.7709","null","94","164","46","null","3.0949","113.6433","-50.3567","3.55","123.9141","85.9194","3.1555","40",
"2495621","null","David Harris","LB","NYJ","LB","NYJ","-12.3826","112.3765","null","null","165","31","null","2.7021","225","60","1.5","118.4265","99.741","3.9349","42",
"2508109","null","Cameron Heyward","DL","PIT","DL","PIT","-12.8303","68.7196","null","null","166","18","null","0.353","169.1","3.1","2","72.2057","63.65","4.9931","null",
"2495483","null","Corey Liuget","DL","SD","DL","SD","-13.164","68.3859","null","null","167","19","null","0.6084","197.775","30.775","1.5","72.5059","60.85","3.8046","null",
"2533534","null","Olivier Vernon","DL","MIA","DL","MIA","-13.2026","68.3473","null","null","168","20","null","1.1807","170.665","2.665","2","74.2489","59.5","5.1303","null",
"496861","null","Ndamukong Suh","DL","MIA","DL","MIA","-14.3422","67.2077","null","null","169","21","null","0.876","146.1","-22.9","4.85","71.7403","59.1","4.2292","null",
"2507855","null","Victor Cruz","WR","NYG","WR","NYG","-14.4054","107.6699","null","112","170","47","null","2.3683","97.1167","-72.8833","4.6","120.9422","64.83","5.5741","9",
"496816","null","Gerald McCoy","DL","TB","DL","TB","-14.4245","67.1254","null","null","171","22","null","2.7392","180.5","9.5","2.55","72.9475","58.5862","3.7474","null",
"2532898","null","Brandon Marshall","LB","DEN","LB","DEN","-14.9981","109.761","null","null","172","32","null","1.438","131.45","-40.55","3.7","115.4989","101.8","3.4979","53",
"774","null","Curtis Lofton","LB","OAK","LB","OAK","-15.1713","109.5877","null","null","173","33","null","2.7937","146.4","-26.6","2.85","121.2041","86.4","4.258","33",
"2532838","null","Coby Fleener","TE","IND","TE","IND","-15.9111","87.0443","null","151","174","12","null","1.1135","120.6483","-53.3517","1.5","102.7136","74.8095","2.4915","23",
"2507187","null","Charles Johnson","DL","CAR","DL","CAR","-16.0118","65.5381","null","null","175","23","null","2.5457","198.7","23.7","2.65","71.7743","52.2","4.0358","null",
"382","null","Joe Flacco","QB","BAL","QB","BAL","-16.2086","235.4857","null","115","176","15","null","8.2766","119.0667","-56.9333","3.525","254.2172","212.7166","1.9984","25",
"2552597","null","Breshad Perriman","WR","BAL","WR","BAL","-16.3933","105.6821","null","108","177","48","null","1.6051","103.3467","-73.6533","2.975","126.3449","67.4049","6.7577","35",
"2495825","null","Owen Daniels","TE","DEN","TE","DEN","-16.6743","86.281","null","127","178","13","null","1.4056","114.3183","-63.6817","3.475","97.3852","74.0485","3.5014","22",
"2530747","null","Doug Baldwin","WR","SEA","WR","SEA","-17.1541","104.9212","null","143","179","49","null","1.7405","141.125","-37.875","1.8","116.2411","85.7898","4.0914","28",
"2495139","null","Charles Clay","TE","BUF","TE","BUF","-17.3747","85.5806","null","164","180","14","null","2.1336","138.15","-41.85","1.25","104.6887","72.8001","4.8465","13",
"776","null","Jerod Mayo","LB","NE","LB","NE","-17.7009","107.0581","null","null","181","34","null","1.1275","159.95","-21.05","2.45","119.5756","94.4026","4.9915","20",
"2506922","null","Stephen Gostkowski","K","NE","K","NE","-18","155.1123","null","258","182","1","null","6.7279","100.165","-81.835","2.025","170.3248","138.6286","5.743","null",
"496963","null","Sean Weatherspoon","LB","ARI","LB","ARI","-18.2292","106.5298","null","null","183","35","null","1.5761","100.5","-82.5","1","114.3038","95.5243","3.1855","57",
"2505940","null","Jared Allen","DL","CHI","DL","CHI","-18.3157","63.2342","null","null","184","24","null","0.7489","239.3","55.3","2.1","72.1574","58.9","2.2751","null",
"2508080","null","Earl Thomas","DB","SEA","DB","SEA","-18.3964","105.673","null","null","185","9","null","1.2167","145.45","-39.55","2.85","110.2099","99.4","5.4223","24",
"2495438","null","Kyle Rudolph","TE","MIN","TE","MIN","-18.7851","84.1703","null","121","186","15","null","1.9485","130.6617","-55.3383","2.15","91.1858","69.6147","5.038","20",
"2543485","null","Aaron Donald","DL","STL","DL","STL","-18.7994","62.7505","null","null","187","25","null","0.977","155.7","-31.3","3.95","67.4463","56.7934","3.7766","null",
"2540202","null","Kenny Stills","WR","MIA","WR","MIA","-18.8426","103.2327","null","128","188","50","null","0.4328","144.2433","-43.7567","2.75","129.9299","88.407","7.3515","21",
"2505785","null","Malcom Floyd","WR","SD","WR","SD","-18.9466","103.1287","null","157","189","51","null","1.1906","133.888","-55.112","1.275","113.7452","83.6433","3.3344","25",
"2503797","null","Charles Woodson","DB","OAK","DB","OAK","-19.1834","104.886","null","null","190","10","null","1.4456","153.335","-36.665","1.55","112.3332","97.2672","4.4941","49",
"2540147","null","Johnathan Hankins","DL","NYG","DL","NYG","-19.3297","62.2202","null","null","191","26","null","1.4651","245.9","54.9","1.5","64.6334","58.6","3.8321","null",
"2495202","null","Von Miller","LB","DEN","LB","DEN","-19.4277","105.3313","null","null","192","36","null","0.7818","126.555","-65.445","4.85","118.3438","92.95","4.0233","40",
"2532933","null","Brian Quick","WR","STL","WR","STL","-19.6043","102.471","null","125","193","52","null","1.9513","135.5683","-57.4317","1.25","117.0508","78.2877","3.3349","56",
"494259","null","Barry Church","DB","DAL","DB","DAL","-20.0428","104.0266","null","null","194","11","null","1.4271","131.85","-62.15","2.2","114.2235","87.1282","4.6591","40",
"2543486","null","Ryan Shazier","LB","PIT","LB","PIT","-20.183","104.5761","null","null","195","37","null","0.2784","163.45","-31.55","3.35","114.7312","95.9026","2.931","63",
"496792","null","Greg Hardy","DL","DAL","DL","DAL","-20.2231","61.3268","null","null","196","27","null","1.5653","175.585","-20.415","2","66.2281","52.45","6.1128","null",
"2505299","null","Antonio Gates","TE","SD","TE","SD","-20.2317","82.7236","null","134","197","16","null","1.1309","124.37","-72.63","4.3","95.9402","70.6536","3.4389","9",
"2532804","null","Zach Brown","LB","TEN","LB","TEN","-20.236","104.5231","null","null","198","38","null","1.3365","123.75","-74.25","1","109.2117","99.5862","3.9163","43",
"2495473","null","Shane Vereen","RB","NYG","RB","NYG","-20.2534","103.0027","null","98","199","36","null","1.3207","105.8433","-93.1567","4.475","121.4019","78.3216","4.4695","22",
"2543682","null","Bishop Sankey","RB","TEN","RB","TEN","-20.2679","102.9882","null","111","200","37","null","2.8327","113.9","-86.1","3.075","123.4739","75.1008","3.345","27",
"2533533","null","Rueben Randle","WR","NYG","WR","NYG","-20.6701","101.4053","null","124","201","53","null","2.1604","143.108","-57.892","1.25","115.443","77.4662","3.0299","45",
"496949","null","Perry Riley","LB","WAS","LB","WAS","-20.6868","104.0723","null","null","202","39","null","2.1849","170","-32","1","107.3606","100.85","4.4361","28",
"2505708","null","Mike Adams","DB","IND","DB","IND","-21.2154","102.854","null","null","203","12","null","0.6792","192.235","-10.765","1.5","111.347","92.4288","2.7956","82",
"2495826","null","Vernon Davis","TE","SF","TE","SF","-21.2354","81.72","null","152","204","17","null","0.4234","134.4683","-69.5317","1.8","94.8715","47.4817","4.6512","5",
"2506931","null","Kyle Williams","DL","BUF","DL","BUF","-21.3665","60.1834","null","null","205","28","null","0.9393","159.635","-45.365","1.5","71.3242","46.4","6.1915","null",
"2506369","null","Heath Miller","TE","PIT","TE","PIT","-21.4899","81.4654","null","144","206","18","null","0.524","128.68","-77.32","1.25","87.2533","70.9722","4.0039","4",
"2507301","null","James Ihedigbo","DB","DET","DB","DET","-21.7244","102.345","null","null","207","13","null","1.2511","235.05","28.05","1.5","108.1185","97.7032","4.0338","56",
"2543465","null","Teddy Bridgewater","QB","MIN","QB","MIN","-21.7761","229.9182","null","105","208","16","null","6.6768","116.9583","-91.0417","4.6","251.7549","199.2253","7.6265","12",
"71265","null","Jared Cook","TE","STL","TE","STL","-21.8277","81.1277","null","185","209","19","null","0.415","128.908","-80.092","0.75","96.1184","58.5966","4.12","8",
"2540180","null","Tyrann Mathieu","DB","ARI","DB","ARI","-22.0646","102.0048","null","null","210","14","null","2.1052","112.065","-97.935","2.3","110.9043","90.4782","3.9057","61",
"2540148","null","Tyler Eifert","TE","CIN","TE","CIN","-22.2002","80.7552","null","113","211","20","null","1.3283","130.0567","-80.9433","1.75","91.032","67.1938","5.2946","14",
"2506413","null","Justin Tuck","DL","OAK","DL","OAK","-22.2104","59.3395","null","null","212","29","null","1.8154","244.65","32.65","1","63.4352","51.85","3.4018","null",
"2540160","null","Jordan Reed","TE","WAS","TE","WAS","-22.2852","80.6701","null","154","213","21","null","2.6478","140.622","-72.378","1.5","90.9859","69.1734","6.5987","17",
"79603","null","SenDerrick Marks","DL","JAC","DL","JAC","-22.4013","59.1486","null","null","214","30","null","3.6153","264.8","50.8","1.5","63.5487","52.2","2.8952","null",
"1990","null","Eddie Royal","WR","CHI","WR","CHI","-22.4412","99.6341","null","130","215","54","null","0.9977","132.1783","-82.8217","1","115.7865","63.0113","3.6882","29",
"2506352","null","Thomas Davis","LB","CAR","LB","CAR","-22.4582","102.3009","null","null","216","40","null","0.8549","119.5","-96.5","1","106.0014","96.5154","4.7411","24",
"497188","null","Ryan Mathews","RB","PHI","RB","PHI","-22.8803","100.3758","null","109","217","38","null","1.6739","100.5333","-116.4667","3.575","135.3202","39.7578","7.2007","4",
"71217","null","Kenny Britt","WR","STL","WR","STL","-23.2196","98.8557","null","167","218","55","null","1.0049","162.015","-55.985","1","118.3377","85.6156","3.0865","53",
"2495545","null","Jon Beason","LB","NYG","LB","NYG","-23.2851","101.474","null","null","219","41","null","0.2111","143.25","-75.75","1","113.1452","83.9026","3.2762","56",
"2543502","null","Tre Mason","RB","STL","RB","STL","-23.3208","99.9353","null","110","220","39","null","5.1099","98.5383","-121.4617","2.925","119.9337","74.7332","3.3923","35",
"2543463","null","Khalil Mack","LB","OAK","LB","OAK","-23.3411","101.4179","null","null","221","42","null","1.3302","113.65","-107.35","4.75","115.0842","87.2032","3.7527","47",
"2495136","null","Bruce Carter","LB","TB","LB","TB","-23.6513","101.1078","null","null","222","43","null","2.2059","153.15","-68.85","1.5","109.4122","87.0038","4.092","38",
"80425","null","Percy Harvin","WR","BUF","WR","BUF","-23.6583","98.4171","null","150","223","56","null","3.3438","131.575","-91.425","3.325","122.1652","78.0692","5.8429","49",
"79848","null","Malcolm Jenkins","DB","PHI","DB","PHI","-23.8865","100.1829","null","null","224","15","null","0.5878","162.65","-61.35","1","103.6095","94.6","4.1882","52",
"2536340","null","Justin Tucker","K","BAL","K","BAL","-24.2125","148.8998","null","273","225","2","null","1.0725","128.2967","-96.7033","1.075","156.0984","138.5662","4.2625","null",
"2495614","null","Michael Griffin","DB","TEN","DB","TEN","-24.453","99.6164","null","null","226","16","null","0.0594","179.15","-46.85","1.55","104.1721","94.7","5.033","32",
"2495988","null","Donte Whitner","DB","CLE","DB","CLE","-24.4957","99.5737","null","null","227","17","null","0.0617","190.75","-36.25","1.7","106.217","90.5532","4.7834","39",
"2506347","null","Antrel Rolle","DB","CHI","DB","CHI","-24.5292","99.5402","null","null","228","18","null","0.0642","156.55","-71.45","1.55","108.9961","79.75","2.8404","80",
"2539320","null","Kenny Vaccaro","DB","NO","DB","NO","-24.5855","99.4839","null","null","229","19","null","0.1631","200.85","-28.15","1.5","113.5123","85.6","3.2907","74",
"2495108","null","Prince Amukamara","DB","NYG","DB","NYG","-24.6014","99.468","null","null","230","20","null","1.0446","156.6","-73.4","2.45","103.7302","93.6","4.8097","37",
"2541834","null","Josh Hill","TE","NO","TE","NO","-24.7717","78.1836","null","138","231","22","null","0.8019","126.4633","-104.5367","3.15","90.1631","64.8478","3.2975","19",
"2495558","null","Dwayne Bowe","WR","CLE","WR","CLE","-24.7909","97.2845","null","148","232","57","null","4.4659","143.26","-88.74","1.25","112.8804","77.3534","2.955","54",
"494257","null","Kam Chancellor","DB","SEA","DB","SEA","-24.8958","99.1736","null","null","233","21","null","2.3419","143.765","-89.235","2.6","110.494","83.8538","5.1154","31",
"2537933","null","Larry Donnell","TE","NYG","TE","NYG","-25.0943","77.861","null","136","234","23","null","3.6866","140.042","-93.958","2.05","92.8953","65.4826","3.8312","15",
"2550380","null","Cody Parkey","K","PHI","K","PHI","-25.2433","147.869","null","303","235","3","null","0.6901","132.0383","-102.9617","0.8","156.335","131.0659","3.7062","null",
"2507232","null","Mason Crosby","K","GB","K","GB","-25.3266","147.7857","null","270","236","4","null","1.4268","124.0467","-111.9533","0.85","159.5506","135.1281","4.625","null",
"2506349","null","DeMarcus Ware","DL","DEN","DL","DEN","-25.6504","55.8995","null","null","237","31","null","0.7837","178.4","-58.6","1","56.7995","53.45","5.6038","null",
"2495252","null","K.J. Wright","LB","SEA","LB","SEA","-25.6914","99.0676","null","null","238","44","null","0.6429","153.665","-84.335","1.5","106.0382","89.15","3.7532","46",
"2543600","null","Alfred Blue","RB","HOU","RB","HOU","-25.7877","97.4684","null","137","239","40","null","7.1474","104.2617","-134.7383","2.05","121.1745","60.8209","3.6447","20",
"2543459","null","Anthony Barr","LB","MIN","LB","MIN","-26.0229","98.7362","null","null","240","45","null","1.3479","175.665","-64.335","2.6","109.9828","76.8506","3.4667","55",
"2543683","null","Austin Seferian-Jenkins","TE","TB","TE","TB","-26.0529","76.9025","null","132","241","24","null","5.7287","139.7433","-101.2567","1.75","86.2129","60.6653","6.3976","21",
"2507617","null","Michael Bennett","DL","SEA","DL","SEA","-26.3828","55.1671","null","null","242","32","null","0.4575","177.9333","-64.0667","1","60.2418","46.7","3.4742","null",
"494317","null","Alterraun Verner","DB","TB","DB","TB","-26.3963","97.6731","null","null","243","22","null","2.1428","241.5","-1.5","0.5","99.7634","94.53","4.6442","41",
"2505312","null","Chris Clemons","DL","JAC","DL","JAC","-26.4853","55.0646","null","null","244","33","null","0.7795","195.25","-48.75","1","57.0575","53.1","4.3798","null",
"2503471","null","Adam Vinatieri","K","IND","K","IND","-26.5403","146.572","null","265","245","5","null","1.77","109.085","-135.915","1.3","161.483","130.6043","4.1504","null",
"2543814","null","Preston Brown","LB","BUF","LB","BUF","-26.6458","98.1133","null","null","246","46","null","1.7","142.25","-103.75","2.65","101.1986","94.55","5.3745","15",
"2507463","null","Connor Barth","K","DEN","K","DEN","-26.9667","146.1456","null","294","247","6","null","3.3232","130.6217","-116.3783","0.825","161.334","137.3958","4.5517","null",
"2495824","null","Jay Cutler","QB","CHI","QB","CHI","-27.1943","224.5","null","123","248","17","null","2.9087","126.5583","-121.4417","3.25","244.5265","186.9375","3.8733","15",
"2543490","null","Demarcus Lawrence","DL","DAL","DL","DAL","-27.1954","54.3545","null","null","249","34","null","0.6346","143.6","-105.4","2","65.608","40.5","5.8546","null",
"2540138","null","Damontre Moore","DL","NYG","DL","NYG","-27.3341","54.2158","null","null","250","35","null","1.0288","179","-71","0.5","55.9156","51.25","4.0265","null",
"2507167","null","Reggie Nelson","DB","CIN","DB","CIN","-28.0792","95.9902","null","null","251","23","null","0.9259","230.335","-20.665","1.5","98.2","93.3","4.8398","36",
"80431","null","Clay Matthews","LB","GB","LB","GB","-28.0957","96.6633","null","null","252","47","null","0.6278","148.015","-103.985","3.35","108.402","81.741","3.0425","62",
"100021","null","Patriots","DST","NE","DST","NE","-28.1144","170.0262","null","211","253","4","null","23.8199","109.56","-143.44","1.35","179.3409","80.5","4.6886","null",
"496762","null","Geno Atkins","DL","CIN","DL","CIN","-28.3259","53.224","null","null","254","36","null","0.2958","208.4","-45.6","1.85","57.4854","45.8","2.7977","null",
