playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
"100015","null","Jaguars","DST","JAC","DST","JAC","-94.9813","103.1593","null","295","1011","20","null","0.839","160.205","-878.795","0.75","113.4128","83","5.5352","10",
"497312","null","Preston Parker","WR","NYG","WR","NYG","-95.1488","26.9266","null","null","1012","125","null","0.6205","160.49","-879.51","1","48.3288","-0.468","7.4144","null",
"2535890","null","Travaris Cadet","RB","NE","RB","NE","-95.3079","27.9482","null","null","1013","96","null","1.0421","135.99","-905.01","0.5","50.4852","0.8139","4.4646","null",
"2532907","null","Shea McClellin","LB","CHI","LB","CHI","-95.3821","29.377","null","null","1014","154","null","0.3606","200.67","-841.33","1","32.1093","25.6","4.3314","null",
"100007","null","Browns","DST","CLE","DST","CLE","-95.4306","102.71","null","282","1015","21","null","1.1731","136.9375","-906.0625","0.75","108.5634","88","5.7768","7",
"2539250","null","Quinton Patton","WR","SF","WR","SF","-95.4606","26.6148","null","null","1016","126","null","0.639","160.49","-883.51","0.5","37.4826","-2.3253","2.8305","null",
"2495885","null","Manny Lawson","LB","BUF","LB","BUF","-95.659","29.1","null","null","1017","155","null","0.2336","null","null","null","29.1","29.1","null","null",
"496782","null","Junior Galette","LB","WAS","LB","WAS","-95.8263","28.9328","null","null","1018","156","null","0.2328","170","-876","0.5","44.6793","0","5.9364","null",
"2530790","null","Mike Morgan","LB","SEA","LB","SEA","-95.959","28.8","null","null","1019","157","null","0.25","null","null","null","28.8","28.8","null","null",
"2533028","null","James Hanna","TE","DAL","TE","DAL","-96.0088","6.9465","null","null","1020","89","null","0.0729","160.49","-887.51","0.5","9.5877","0","3.62","null",
"2499277","null","David Ausberry","TE","DET","TE","DET","-96.0159","6.9394","null","null","1021","90","null","0.149","150.99","-898.01","0.3333","10.8602","0","2.105","null",
"2495801","null","Miles Austin","WR","PHI","WR","PHI","-96.078","25.9974","null","null","1022","127","null","0.2804","126.6167","-923.3833","0.5","38.7752","7.2","3.455","null",
"2552415","null","Jamison Crowder","WR","WAS","WR","WAS","-96.1212","25.9541","null","null","1023","128","null","1.151","125.66","-925.34","0.5","38.2639","1.2","3.1089","null",
"497246","null","Michael Hoomanawanui","TE","NE","TE","NE","-96.1476","6.8077","null","null","1024","91","null","0.097","160.475","-891.525","0.25","9.6237","0","4.8774","null",
"2552291","null","Deiontrez Mount","LB","TEN","LB","TEN","-96.159","28.6","null","null","1025","158","null","0.325","null","null","1","28.6","28.6","null","null",
"2552660","null","Randall Telfer","TE","CLE","TE","CLE","-96.1822","6.7731","null","null","1026","92","null","0.2538","160.495","-893.505","0.25","12.8856","0","2.2136","null",
"100006","null","Bengals","DST","CIN","DST","CIN","-96.21","101.9306","null","230","1027","22","null","0.8743","136.8375","-918.1625","0.75","177.9817","76.2211","8.4493","2",
"2543596","null","Dri Archer","RB","PIT","RB","PIT","-96.2335","27.0226","null","null","1028","97","null","0.3366","162.9533","-893.0467","1","51.013","10.94","2.7079","null",
"2495101","null","Sam Acho","LB","CHI","LB","CHI","-96.259","28.5","null","null","1029","159","null","0.7941","null","null","null","28.5","28.5","null","null",
"2552403","null","Nick OLeary","TE","BUF","TE","BUF","-96.3069","6.6484","null","null","1030","93","null","0.445","139.99","-918.01","0.5","13.6819","0.2","6.4335","null",
"2495172","null","Kendall Hunter","RB","SF","RB","SF","-96.4665","26.7896","null","null","1031","98","null","0.9187","114.3267","-944.6733","0.25","49.3633","0.3649","3.0764","null",
"2536071","null","Cooper Helfet","TE","SEA","TE","SEA","-96.5651","6.3902","null","null","1032","94","null","0.5934","160.48","-899.52","0.25","12.3123","0","9.5537","null",
"2543491","null","Paul Richardson","WR","SEA","WR","SEA","-96.5956","25.4797","null","null","1033","129","null","1.4941","160.45","-900.55","0.5","37.9505","4","3.8662","null",
"2532797","null","Brandon Bolden","RB","NE","RB","NE","-96.6736","26.5825","null","260","1034","99","null","1.7803","138.8033","-923.1967","0.5","40.7818","4.1","4.6323","null",
"2550285","null","Brock Coyle","LB","SEA","LB","SEA","-96.709","28.05","null","null","1035","160","null","0.8831","null","null","0","28.05","28.05","null","null",
"497250","null","Anthony McCoy","TE","SEA","TE","SEA","-96.9385","6.0168","null","null","1036","95","null","0.5332","160.465","-903.535","0.25","11.9529","0","3.6353","null",
"2543501","null","Aaron Colvin","DB","JAC","DB","JAC","-96.9694","27.1","null","null","1037","192","null","0.5","170","-895","0.5","27.1","27.1","null","null",
"100024","null","Jets","DST","NYJ","DST","NYJ","-96.9974","101.1432","null","216","1038","23","null","1.3057","126.5175","-939.4825","1.375","115.8632","80","5.9637","6",
"100005","null","Bears","DST","CHI","DST","CHI","-97.1711","100.9695","null","304","1039","24","null","2.3225","130.8875","-936.1125","0.5","111.6306","85","4.7701","14",
"2539196","null","Robert Lester","DB","CAR","DB","CAR","-97.3694","26.7","null","null","1040","193","null","0.45","null","null","0","26.7","26.7","null","null",
"71435","null","John Phillips","TE","SD","TE","SD","-97.3784","5.5769","null","null","1041","96","null","0.26","160.495","-908.505","0","7.4457","-0.078","5.3675","null",
"2539982","null","A.J. Klein","LB","CAR","LB","CAR","-97.3972","27.3618","null","null","1042","161","null","0.7908","170","-900","0.5","27.7147","26.8","6.6523","null",
"2532941","null","Gerell Robinson","TE","MIA","TE","MIA","-97.5649","5.3904","null","null","1043","97","null","0.1951","null","null","0","11.4687","0","2.1741","null",
"2534830","null","Tavon Wilson","DB","NE","DB","NE","-97.5694","26.5","null","null","1044","194","null","0.7499","null","null","0","26.5","26.5","null","null",
"2533353","null","Cory Harkey","TE","STL","TE","STL","-97.7119","5.2434","null","null","1045","98","null","0.3146","160.495","-912.505","0.25","7.7366","0","5.4397","null",
"2505076","null","Josh McCown","QB","CLE","QB","CLE","-97.7672","153.927","null","305","1046","29","null","14.8403","137.945","-936.055","1","194.6251","89.146","5.0124","4",
"2507488","null","Erik Walden","LB","IND","LB","IND","-97.7869","26.9721","null","null","1047","162","null","0.8474","null","null","0","29.6207","22.85","4.4328","null",
"2495347","null","Lee Smith","TE","OAK","TE","OAK","-97.8082","5.1471","null","null","1048","99","null","0.471","160.495","-915.505","0","9.1243","0","4.3216","null",
"2507166","null","Ted Ginn","WR","CAR","WR","CAR","-97.9488","24.1265","null","null","1049","130","null","0.314","160.45","-916.55","0.75","34.8242","9.3","4.9457","null",
"2533061","null","Jayron Hosley","DB","NYG","DB","NYG","-98.0694","26","null","null","1050","195","null","0.825","null","null","0","26","26","null","null",
"2553462","null","Josh Robinson","RB","IND","RB","IND","-98.0967","25.1594","null","308","1051","100","null","0.8742","130.8367","-948.1633","0.75","36.815","0","7.9445","null",
"2541966","null","Jaron Brown","WR","ARI","WR","ARI","-98.2306","23.8447","null","null","1052","131","null","0.0945","114.66","-965.34","0.5","35.3153","-0.0747","2.2826","null",
"2552402","null","Nick Boyle","TE","BAL","TE","BAL","-98.2448","4.7105","null","null","1053","100","null","0.107","160.495","-920.505","0.25","8.9883","0.1","4.6708","null",
"2550163","null","Michael Campanaro","WR","BAL","WR","BAL","-98.2952","23.7802","null","null","1054","132","null","0.0623","139.33","-942.67","0.5","30.8712","12.6133","5.8393","null",
"2495234","null","Luke Stocker","TE","TB","TE","TB","-98.3136","4.6417","null","null","1055","101","null","0.2354","150.99","-932.01","0.3333","6.9247","0","4.2059","null",
"2543750","null","Jeff Janis","WR","GB","WR","GB","-98.3551","23.7203","null","null","1056","133","null","0.1559","154.66","-929.34","0.5","55.2145","0.2","5.1472","null",
"2539256","null","Aaron Dobson","WR","NE","WR","NE","-98.3599","23.7155","null","null","1057","134","null","0.5628","142.07","-942.93","0.5","57.2023","3.5","6.6327","null",
"2550284","null","Trey Burton","TE","PHI","TE","PHI","-98.39","4.5653","null","null","1058","102","null","0.3772","150.98","-935.02","0","8.9874","0","4.3231","null",
"2533059","null","Morris Claiborne","DB","DAL","DB","DAL","-98.5693","25.5001","null","null","1059","196","null","0.6958","null","null","1","32.008","14.15","3.1963","null",
"2543699","null","Kyle Van Noy","LB","DET","LB","DET","-98.5891","26.17","null","null","1060","163","null","0.2553","null","null","1","29.6849","20.4","4.7572","null",
"2505790","null","Wes Welker","WR","FA","WR","FA","-98.6621","23.4133","null","null","1061","135","null","0.6221","144.9633","-944.0367","0.5","33.4102","0","7.0887","null",
"2507173","null","LaMarr Woodley","LB","ARI","LB","ARI","-98.6797","26.0794","null","null","1062","164","null","0.3709","170","-920","0.5","26.3912","25.5","6.6673","null",
"2552559","null","C.J. Uzomah","TE","CIN","TE","CIN","-98.7079","4.2474","null","null","1063","103","null","0.1784","160.485","-930.515","0.5","8.0085","0.06","5.8441","null",
"2552379","null","Jeremy Langford","RB","CHI","RB","CHI","-98.8111","24.445","null","null","1064","101","null","0.3363","133.47","-958.53","0.75","53.2249","1.8","3.6926","null",
"2550355","null","Nic Jacobs","TE","JAC","TE","JAC","-98.8265","4.1288","null","null","1065","104","null","0.3435","160.495","-932.505","0.25","7.9522","0","5.0817","null",
"2553446","null","Malcolm Johnson","TE","CLE","TE","CLE","-98.9461","4.0093","null","null","1066","105","null","0.4619","160.495","-933.505","0","6.7646","0","5.4177","null",
"2506268","null","Lorenzo Alexander","LB","ARI","LB","ARI","-99.009","25.75","null","null","1067","165","null","0.3166","133","-962","0","25.75","25.75","null","null",
"2541901","null","Justin Tuggle","LB","HOU","LB","HOU","-99.0922","25.6669","null","null","1068","166","null","0.4862","null","null","0","26.1066","24.9","6.5472","null",
"2543551","null","KaDeem Carey","RB","CHI","RB","CHI","-99.1306","24.1255","null","null","1069","102","null","0.241","109.99","-987.01","0.5","44.7079","0","2.8165","null",
"2550263","null","Juwan Thompson","RB","DEN","RB","DEN","-99.1643","24.0918","null","null","1070","103","null","0.5543","119.8033","-978.1967","0.5","48.7596","0.1","7.9018","null",
"2552429","null","Ty Montgomery","WR","GB","WR","GB","-99.1833","22.8921","null","null","1071","136","null","0.5362","131.11","-967.89","0.5","44.5116","5.51","8.0964","null",
"2495669","null","Trumaine McBride","DB","NYG","DB","NYG","-99.2194","24.85","null","null","1072","197","null","0.1124","null","null","0","24.85","24.85","null","null",
"2495930","null","Bernard Pollard","DB","FA","DB","FA","-99.3107","24.7587","null","null","1073","198","null","0.2254","170","-931","0.5","38.0778","0","8.9016","null",
"2532832","null","Alfonzo Dennard","DB","FA","DB","FA","-99.3529","24.7165","null","null","1074","199","null","0.7165","null","null","1","26.446","21.7","4.974","null",
"2530700","null","Dontrelle Inman","WR","SD","WR","SD","-99.3852","22.6902","null","null","1075","137","null","1.1661","133.6633","-969.3367","0.5","35.7357","0","8.3565","null",
"2507486","null","Kellen Davis","TE","NYJ","TE","NYJ","-99.3938","3.5615","null","null","1076","106","null","0.0695","160.5","-943.5","0.25","6.2416","0","4.5332","null",
"2534820","null","Garrett Celek","TE","SF","TE","SF","-99.422","3.5333","null","null","1077","107","null","0.1056","170","-935","0","6.6445","0","5.321","null",
"100001","null","Falcons","DST","ATL","DST","ATL","-99.4352","98.7054","null","301","1078","25","null","1.3021","160.24","-945.76","0.5","108.8112","81.5","4.3768","17",
"2553292","null","Kennard Backman","TE","GB","TE","GB","-99.5047","3.4507","null","null","1079","108","null","0.1363","160.48","-946.52","0.5","5.8344","0","5.728","null",
"2550206","null","Ryan Hewitt","TE","CIN","TE","CIN","-99.5505","3.4048","null","null","1080","109","null","0.2073","150.99","-957.01","0.5","5.6033","0","6.0413","null",
"100020","null","Vikings","DST","MIN","DST","MIN","-99.552","98.5886","null","284","1081","26","null","3.401","143.1","-965.9","1.025","108.6733","79.2211","3.9685","18",
"2552315","null","Jordan Hicks","LB","PHI","LB","PHI","-99.559","25.2","null","null","1082","167","null","0.0565","130.25","-979.75","0.5","25.2","25.2","null","null",
"2495472","null","Jordan Todman","RB","CAR","RB","CAR","-99.579","23.6771","null","null","1083","104","null","1.1233","160.49","-950.51","0.5","52.3238","0","4.8082","null",
"224","null","Jo-Lonn Dunbar","LB","STL","LB","STL","-99.5977","25.1614","null","null","1084","168","null","0.0985","null","null","0","26.5196","23.2","6.1837","null",
"2507644","null","Ramon Humber","LB","NO","LB","NO","-99.6334","25.1257","null","null","1085","169","null","0.1633","null","null","0","30.9883","14.9","3.0198","null",
"79545","null","David Bruton","DB","DEN","DB","DEN","-99.7194","24.35","null","null","1086","200","null","0.825","null","null","0","24.35","24.35","null","null",
"79625","null","Bear Pascoe","TE","CHI","TE","CHI","-99.7314","3.2239","null","null","1087","110","null","0.1567","160.495","-954.505","0","5.0781","0","4.7623","null",
"2539264","null","Zaviar Gooden","LB","TEN","LB","TEN","-99.759","25","null","null","1088","170","null","0.1127","null","null","0","25","25","null","null",
"2553465","null","Rory Anderson","TE","SF","TE","SF","-99.7841","3.1712","null","null","1089","111","null","0.2419","150.98","-966.02","0","5.8983","0","5.6471","null",
"2552318","null","Paul Dawson","LB","CIN","LB","CIN","-99.8343","24.9247","null","null","1090","171","null","0.1247","48.83","-1069.17","1","37.3439","0.05","6.3192","null",
"2507779","null","Donald Brown","RB","SD","RB","SD","-99.8582","23.3979","null","null","1091","105","null","1.8244","160.48","-958.52","1","49.7254","0.1","3.8165","null",
"2543563","null","Kevin Pierre-Louis","LB","SEA","LB","SEA","-99.909","24.85","null","null","1092","172","null","0.5576","null","null","2","24.85","24.85","null","null",
"71255","null","Chase Coffman","TE","FA","TE","FA","-99.992","2.9633","null","null","1093","112","null","0.1017","150.99","-970.01","0","5.4755","0","5.6495","null",
"79643","null","Matt Shaughnessy","LB","ARI","LB","ARI","-100.009","24.75","null","null","1094","173","null","1.0076","null","null","null","24.75","24.75","null","null",
"2532790","null","Travis Benjamin","WR","CLE","WR","CLE","-100.0537","22.0216","null","null","1095","138","null","1.4705","160.485","-962.515","0.5","39.5108","0","3.0736","null",
"2534742","null","Taylor Thompson","TE","FA","TE","FA","-100.06","2.8953","null","null","1096","113","null","0.1416","150.99","-973.01","0.3333","5.905","0","5.1978","null",
"2541512","null","Brian Leonhardt","TE","OAK","TE","OAK","-100.1274","2.8279","null","null","1097","114","null","0.1488","160.5","-964.5","0","5.6623","0","5.9857","null",
"2552396","null","Ben Koyack","TE","JAC","TE","JAC","-100.2756","2.6797","null","null","1098","115","null","0.0723","160.5","-965.5","0","5.7716","0","5.607","null",
"2553454","null","Geoff Swaim","TE","DAL","TE","DAL","-100.2768","2.6785","null","null","1099","116","null","0.1779","160.495","-966.505","0.25","5.4938","0","5.8417","null",
"2508137","null","Ryan Taylor","TE","KC","TE","KC","-100.4191","2.5362","null","null","1100","117","null","0.0792","150.99","-977.01","0.5","3.9474","0","5.6343","null",
"2539233","null","Shawn Williams","DB","CIN","DB","CIN","-100.4194","23.65","null","null","1101","201","null","0.4741","null","null","0","23.65","23.65","null","null",
"2536342","null","Brandon Bostick","TE","MIN","TE","MIN","-100.4903","2.465","null","null","1102","118","null","0.0438","160.495","-969.505","0","3.8361","0","5.6936","null",
"2552462","null","Gerald Christian","TE","ARI","TE","ARI","-100.5064","2.4489","null","null","1103","119","null","0.08","160.495","-970.505","0.5","4.6766","0","5.2973","null",
"2539645","null","Brandon Williams","TE","CAR","TE","CAR","-100.5618","2.3935","null","null","1104","120","null","0.0674","150.99","-981.01","0.3333","4.2729","0","5.161","null",
"2552580","null","A.J. Derby","TE","NE","TE","NE","-100.611","2.3443","null","null","1105","121","null","0.2324","150.99","-982.01","0.6667","5.2237","0","5.7261","null",
"2533047","null","Orson Charles","TE","NO","TE","NO","-100.6473","2.308","null","null","1106","122","null","0.4658","150.99","-983.01","0.3333","4.2327","0","4.536","null",
"2539240","null","Micah Hyde","DB","GB","DB","GB","-100.6694","23.4","null","null","1107","202","null","0.6491","170","-965","0.5","23.4","23.4","null","null",
"2530491","null","Josh Bynes","LB","DET","LB","DET","-100.9241","23.8349","null","null","1108","174","null","0.2994","null","null","0","27.6525","17.75","3.2585","null",
"89688","null","Kevin Brock","TE","NO","TE","NO","-101.0395","1.9158","null","null","1109","123","null","0.2244","170","-967","0","3.1339","0","6.6721","null",
"2552421","null","Kenny Bell","WR","TB","WR","TB","-101.0488","21.0266","null","null","1110","139","null","1.099","125.3133","-1012.6867","0.5","38.4566","3.81","6.807","null",
"2532952","null","Sean Spence","LB","PIT","LB","PIT","-101.109","23.65","null","null","1111","175","null","0.2895","null","null","1","23.65","23.65","null","null",
"494315","null","Walter Thurmond","DB","PHI","DB","PHI","-101.1176","22.9518","null","null","1112","203","null","0.5308","170","-970","0.5","25.5897","18.35","4.2608","null",
"2535535","null","Phillip Supernaw","TE","TEN","TE","TEN","-101.1868","1.7685","null","null","1113","124","null","0.1936","150.99","-990.01","0","2.9462","0","6.8439","null",
"2535514","null","Steven Johnson","LB","DEN","LB","DEN","-101.338","23.421","null","null","1114","176","null","0.496","null","null","0","23.5284","23.25","6.8926","null",
"2534241","null","Derek Carrier","TE","SF","TE","SF","-101.3409","1.6144","null","null","1115","125","null","0.461","160.49","-982.51","0","3.0439","0","5.3995","null",
"2499255","null","Richard Gordon","TE","KC","TE","KC","-101.4198","1.5355","null","null","1116","126","null","0.7809","160.495","-983.505","0","2.6558","0","5.7368","null",
"496951","null","Darryl Sharpton","LB","ARI","LB","ARI","-101.459","23.3","null","null","1117","177","null","1.1637","null","null","0","23.3","23.3","null","null",
"2541162","null","A.J. Bouye","DB","HOU","DB","HOU","-101.5194","22.55","null","null","1118","204","null","0.679","114","-1032","1","22.55","22.55","null","null",
"2539315","null","Stepfan Taylor","RB","ARI","RB","ARI","-101.5465","21.7096","null","null","1119","106","null","0.4214","160.49","-986.51","0.5","44.6103","0.37","2.397","null",
"2508004","null","Anthony Levine","DB","BAL","DB","BAL","-101.7774","22.292","null","null","1120","205","null","0.9721","null","null","0","35.0725","0","8.1195","null",
"2553733","null","Thomas Rawls","RB","SEA","RB","SEA","-101.8188","21.4373","null","null","1121","107","null","0.6773","128.36","-1020.64","0.5","45.9544","0","10.8099","null",
"100027","null","Steelers","DST","PIT","DST","PIT","-101.9226","96.218","null","286","1122","27","null","2.4156","136.1025","-1013.8975","0.75","113.0381","77","3.2872","20",
"2506562","null","Matt Cassel","QB","BUF","QB","BUF","-101.9432","149.7511","null","259","1123","30","null","26.9818","110.1233","-1040.8767","0.5","183.7664","93.27","5.7449","5",
"2552431","null","Vince Mayle","WR","CLE","WR","CLE","-101.9996","20.0758","null","null","1124","140","null","0.3035","137.6633","-1014.3367","0.25","51.9656","1.7","6.6538","null",
"2495560","null","Ahmad Bradshaw","RB","FA","RB","FA","-102.117","21.1392","null","null","1125","108","null","0.8237","146.7525","-1006.2475","0.5","50.566","0","5.9575","null",
"2543714","null","Arthur Lynch","TE","MIA","TE","MIA","-102.184","0.7713","null","null","1126","127","null","0.1719","170","-984","0","1.5731","0","7.0406","null",
"71249","null","Jonathan Casillas","LB","NYG","LB","NYG","-102.209","22.55","null","null","1127","178","null","1.3387","null","null","0","22.55","22.55","null","null",
"2541151","null","Zach Sudfeld","TE","NYJ","TE","NYJ","-102.2174","0.738","null","null","1128","128","null","0.3084","160.5","-995.5","0","1.4308","0","5.6853","null",
"2552425","null","Rashad Greene","WR","JAC","WR","JAC","-102.2961","19.7792","null","null","1129","141","null","0.2283","129.3933","-1027.6067","0.25","30.2915","3","3.9039","null",
"2543641","null","Devin Street","WR","DAL","WR","DAL","-102.31","19.7653","null","null","1130","142","null","0.4474","129.66","-1028.34","0.6667","24.5384","0","3.7253","null",
"216","null","Fred Davis","TE","FA","TE","FA","-102.4945","0.4608","null","null","1131","129","null","0.1898","160.495","-998.505","0.25","0.9353","0","5.2234","null",
"2553682","null","Wes Saxton","TE","NYJ","TE","NYJ","-102.5569","0.3985","null","null","1132","130","null","0.2629","null","null","0","0.8386","0","7.3278","null",
"2550022","null","Akeem Davis","DB","WAS","DB","WAS","-102.6194","21.45","null","null","1133","206","null","0.43","null","null","null","21.45","21.45","null","null",
"2495651","null","Jacoby Jones","WR","SD","WR","SD","-102.7389","19.3364","null","null","1134","143","null","0.1921","160.405","-1001.595","0.5","37.5984","4.1796","3.4657","null",
"2550359","null","Seantavius Jones","WR","NO","WR","NO","-102.776","19.2994","null","null","1135","144","null","0.3964","144.9967","-1018.0033","0.25","29.9532","-0.1509","3.1108","null",
"2550454","null","Asante Cleveland","TE","SF","TE","SF","-102.8118","0.1435","null","null","1136","131","null","0.0797","null","null","0","0.2658","0","7.6062","null",
"2550356","null","Marcel Jensen","TE","DEN","TE","DEN","-102.8278","0.1276","null","null","1137","132","null","0.1276","151","-1014","0","0.2","0","7.6373","null",
"2505936","null","Steven Jackson","RB","FA","RB","FA","-102.8751","20.381","null","null","1138","109","null","0.3618","177.6233","-988.3767","0.25","25.4047","0","4.4188","null",
"71459","null","Jamarca Sanford","DB","NO","DB","NO","-102.8795","21.1899","null","null","1139","207","null","0.3399","null","null","0","24.8247","14.85","3.4787","null",
"1072","null","Jermichael Finley","TE","FA","TE","FA","-102.9553","0","null","null","1644","133","null","0","160.49","-1007.51","0","0","0","null","null",
"1037366","null","Michael Palmer","TE","FA","TE","FA","-102.9553","0","null","null","1644","133","null","0","160.495","-1007.505","0","0","0","null","null",
"1037836","null","Fendi Onobun","TE","FA","TE","FA","-102.9553","0","null","null","1644","133","null","0","null","null","null","0","0","null","null",
"2495620","null","Clark Harris","TE","CIN","TE","CIN","-102.9553","0","null","null","1644","133","null","0","170","-998","0","0","0","null","null",
"2506410","null","Alex Smith","TE","NO","TE","NO","-102.9553","0","null","null","1644","133","null","0","160.49","-1007.51","0","0","0","null","null",
"2507405","null","Matthew Mulligan","TE","BUF","TE","BUF","-102.9553","0","null","null","1644","133","null","0","151","-1017","0","0","0","null","null",
"2508020","null","Richie Brockel","TE","CAR","TE","CAR","-102.9553","0","null","null","1644","133","null","0","null","null","0","0","0","null","null",
"2530754","null","Brett Brackett","TE","FA","TE","FA","-102.9553","0","null","null","1644","133","null","0","null","null","0","0","0","null","null",
"2532991","null","Evan Rodriguez","TE","TB","TE","TB","-102.9553","0","null","null","1644","133","null","0","null","null","0","0","0","null","null",
"2540233","null","Nick Kasa","TE","FA","TE","FA","-102.9553","0","null","null","1644","133","null","0","160.5","-1007.5","0","0","0","-0.8463","null",
"2541096","null","Ifeanyi Momah","TE","ARI","TE","ARI","-102.9553","0","null","null","1644","133","null","0","null","null","null","0","0","null","null",
"2543728","null","Rob Blanchflower","TE","FA","TE","FA","-102.9553","0","null","null","1644","133","null","0","null","null","0","0","0","null","null",
"2550278","null","Blake Annen","TE","CHI","TE","CHI","-102.9553","0","null","null","1644","133","null","0","null","null","0","0","0","null","null",
"2550405","null","Erik Swoope","TE","IND","TE","IND","-102.9553","0","null","null","1644","133","null","0","null","null","0.5","0","0","null","null",
"2550424","null","Alex Bayer","TE","STL","TE","STL","-102.9553","0","null","null","1644","133","null","0","170","-998","0","0","0","null","null",
"2550485","null","Gator Hoskins","TE","FA","TE","FA","-102.9553","0","null","null","1644","133","null","0","151","-1017","0","0","0","null","null",
"2550608","null","RaShaun Allen","TE","SEA","TE","SEA","-102.9553","0","null","null","1644","133","null","0","170","-998","0.3333","0","0","null","null",
"2551359","null","Jerome Cunningham","TE","NYG","TE","NYG","-102.9553","0","null","null","1644","133","null","0","null","null","0","0","0","null","null",
"2553191","null","Joe Don Duncan","TE","DEN","TE","DEN","-102.9553","0","null","null","1644","133","null","0","null","null","null","0","0","null","null",
"2553524","null","Beau Gardner","TE","ATL","TE","ATL","-102.9553","0","null","null","1644","133","null","null","null","null","0","0","0","null","null",
"2553791","null","E.J. Bibbs","TE","CLE","TE","CLE","-102.9553","0","null","null","1644","133","null","null","124.495","-1043.505","0.3333","0","0","null","null",
"2507737","null","Darrel Young","RB","WAS","RB","WAS","-103.0061","20.25","null","null","1140","110","null","0.4797","160.49","-1028.51","0","36.8052","0.8","1.6331","null",
"2507768","null","Brad Jones","LB","PHI","LB","PHI","-103.0364","21.7227","null","null","1141","179","null","1.6227","null","null","0","29.3745","7.5","5.1222","null",
"2495306","null","Ricardo Lockette","WR","SEA","WR","SEA","-103.086","18.9893","null","null","1142","145","null","0.716","160.425","-1030.575","0.75","39.0418","1","6.9927","null",
"494263","null","Chris Cook","DB","FA","DB","FA","-103.2194","20.85","null","null","1143","208","null","0.025","null","null","0","20.85","20.85","null","null",
"2552391","null","Jaquiski Tartt","DB","SF","DB","SF","-103.2194","20.85","null","null","1143","208","null","0.425","105.75","-1086.25","0.5","20.85","20.85","null","null",
"2552656","null","J.J. Nelson","WR","ARI","WR","ARI","-103.2587","18.8166","null","null","1145","146","null","1.1608","150.97","-1043.03","0.6667","26.9464","10.4","5.4349","null",
"2543474","null","Darqueze Dennard","DB","CIN","DB","CIN","-103.2694","20.8","null","null","1146","210","null","0.775","null","null","1","20.8","20.8","null","null",
"2552380","null","Karlos Williams","RB","BUF","RB","BUF","-103.4677","19.7884","null","251","1147","111","null","0.1623","143.49","-1052.51","0.5","39.0578","2.37","8.6354","null",
"2533012","null","Vick Ballard","RB","IND","RB","IND","-103.5039","19.7523","null","null","1148","112","null","0.3878","160.485","-1036.515","0.25","41.7934","0","5.0368","null",
"2495967","null","Leon Washington","RB","FA","RB","FA","-103.7561","19.5","null","null","1149","113","null","0.3124","160.405","-1037.595","0.3333","14.447","0","2.3938","null",
"100022","null","Saints","DST","NO","DST","NO","-103.9832","94.1574","null","null","1150","28","null","1.0918","153.77","-1045.23","0.75","109.3078","72.0755","5.2326","11",
"2507469","null","Mike Jenkins","DB","TB","DB","TB","-104.0194","20.05","null","null","1151","211","null","0.075","null","null","0","20.05","20.05","null","null",
"2495314","null","Bruce Miller","RB","SF","RB","SF","-104.0272","19.2289","null","null","1152","114","null","0.086","160.48","-1040.52","0.25","31.2093","0","3.3912","null",
"2530711","null","Jamari Lattimore","LB","NYJ","LB","NYJ","-104.059","20.7","null","null","1153","180","null","1.25","null","null","0","20.7","20.7","null","null",
"2552605","null","Ibraheim Campbell","DB","CLE","DB","CLE","-104.0694","20","null","null","1154","212","null","0.275","170","-1033","0","20","20","null","null",
"2534796","null","Bryce Brown","RB","BUF","RB","BUF","-104.1099","19.1462","null","null","1155","115","null","0.1898","170.3267","-1033.6733","0.5","49.3345","-0.0363","4.6158","null",
"2553439","null","Mike Davis","RB","SF","RB","SF","-104.1165","19.1396","null","null","1156","116","null","0.7065","129.1","-1075.9","0.5","37.0323","0.5","5.2747","null",
"2543712","null","Terrence Brooks","DB","BAL","DB","BAL","-104.1194","19.95","null","null","1157","213","null","0.45","null","null","0","19.95","19.95","null","null",
"318","null","Jerome Simpson","WR","SF","WR","SF","-104.3454","17.73","null","null","1158","147","null","0.186","160.49","-1046.51","0.5","33.4442","0","3.4498","null",
"2533545","null","Bernard Pierce","RB","JAC","RB","JAC","-104.4829","18.7732","null","null","1159","117","null","0.7279","160.475","-1047.525","0.25","40.0658","-0.6783","6.7202","null",
"2552616","null","Duron Carter","WR","IND","WR","IND","-104.4936","17.5817","null","null","1160","148","null","0.0964","135.83","-1073.17","0.75","36.2612","0","8.456","null",
"2532903","null","Rishard Matthews","WR","MIA","WR","MIA","-104.5691","17.5063","null","null","1161","149","null","0.0885","160.495","-1049.505","0.5","29.6865","0","3.4603","null",
"2508007","null","Marcus Sherels","DB","MIN","DB","MIN","-104.5694","19.5","null","null","1162","214","null","0.125","170","-1041","0","19.5","19.5","null","null",
"2552263","null","Quinten Rollins","DB","GB","DB","GB","-104.5694","19.5","null","null","1162","214","null","0.5952","170","-1041","0","19.5","19.5","null","null",
"2495315","null","Denarius Moore","WR","CIN","WR","CIN","-104.611","17.4643","null","null","1164","150","null","0.1932","160.49","-1052.51","0.25","45.6903","0.0918","4.8843","null",
