Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev
TE,Tim Wright,2500,SF@Det 01:00PM ET,2.971,Det
TE,Ryan Griffin434,2500,Hou@Ten 01:00PM ET,7.014,Hou
TE,Michael Williams,2500,NE@NYJ 01:00PM ET,0.431,NE
TE,Chris Gragg,2500,Dal@Buf 01:00PM ET,2.100,Buf
TE,Luke Willson,2500,StL@Sea 04:25PM ET,3.408,Sea
TE,Josh Hill,2500,Jax@NO 04:05PM ET,2.529,NO
TE,James Winchester,2500,Cle@KC 01:00PM ET,0.000,KC
TE,Jack Doyle,2500,Ind@Mia 01:00PM ET,1.514,Ind
TE,Vance McDonald,2500,SF@Det 01:00PM ET,4.733,SF
TE,Justin Perillo,2500,GB@Ari 04:25PM ET,3.022,GB
TE,Ryan Hewitt,2500,Cin@Den 08:30PM ET,1.279,Cin
TE,Levine Toilolo,2500,Car@Atl 01:00PM ET,0.829,Atl
TE,Gavin Escobar,2500,Dal@Buf 01:00PM ET,1.386,Dal
TE,Dion Sims,2500,Ind@Mia 01:00PM ET,2.445,Mia
TE,Jerome Cunningham,2500,NYG@Min 08:30PM ET,1.400,NYG
TE,Nic Jacobs,2500,Jax@NO 04:05PM ET,0.145,Jax
TE,Cooper Helfet,2500,StL@Sea 04:25PM ET,0.792,Sea
TE,Blake Bell,2500,SF@Det 01:00PM ET,2.675,SF
TE,MyCole Pruitt,2500,NYG@Min 08:30PM ET,1.350,Min
TE,Cameron Brate,2500,Chi@TB 01:00PM ET,5.183,TB
TE,C.J. Fiedorowicz,2500,Hou@Ten 01:00PM ET,2.407,Hou
TE,Asante Cleveland,2500,NE@NYJ 01:00PM ET,0.275,NE
TE,Brian Parker,2500,Cle@KC 01:00PM ET,0.229,KC
TE,Scott Simonson,2500,Car@Atl 01:00PM ET,0.286,Car
TE,Tyler Kroft,2500,Cin@Den 08:30PM ET,1.521,Cin
TE,C.J. Uzomah,2500,Cin@Den 08:30PM ET,0.467,Cin
TE,Demetrius Harris,2500,Cle@KC 01:00PM ET,0.850,KC
TE,Nick O'Leary,2500,Dal@Buf 01:00PM ET,2.350,Buf
TE,Kennard Backman,2500,GB@Ari 04:25PM ET,0.000,GB
TE,Troy Niklas,2500,GB@Ari 04:25PM ET,1.250,Ari
TE,Phillip Supernaw,2500,Hou@Ten 01:00PM ET,0.371,Ten
TE,Jesse James,2500,Pit@Bal 01:00PM ET,3.383,Pit
TE,Brian Leonhardt,2500,SF@Det 01:00PM ET,0.700,SF
TE,Geoff Swaim,2500,Dal@Buf 01:00PM ET,0.500,Dal
TE,E.J. Bibbs,2500,Cle@KC 01:00PM ET,0.340,Cle
TE,Khari Lee,2500,Chi@TB 01:00PM ET,0.121,Chi
DST,Colts ,2300,Ind@Mia 01:00PM ET,6.786,Ind
DST,49ers ,2300,SF@Det 01:00PM ET,4.857,SF
DST,Falcons ,2200,Car@Atl 01:00PM ET,5.786,Atl
DST,Bears ,2200,Chi@TB 01:00PM ET,4.857,Chi
DST,Browns ,2200,Cle@KC 01:00PM ET,5.500,Cle
DST,Giants ,2200,NYG@Min 08:30PM ET,8.143,NYG
DST,Jaguars ,2200,Jax@NO 04:05PM ET,6.857,Jax
DST,Saints ,2100,Jax@NO 04:05PM ET,4.714,NO
DST,Cowboys ,2000,Dal@Buf 01:00PM ET,5.214,Dal
DST,Titans ,2000,Hou@Ten 01:00PM ET,6.000,Ten
DST,Ravens ,2000,Pit@Bal 01:00PM ET,6.429,Bal
