"Position","Name","Salary","GameInfo","AvgPointsPerGame"
"TE","James Casey",2500,"Bal@Den 04:25PM ET",1.306
"TE","Adrien Robinson",2500,"NYG@Dal 08:30PM ET",1.000
"TE","Rhett Ellison",2500,"Min@SF 10:20PM ET",2.988
"TE","Ifeanyi Momah",2500,"NO@Ari 04:05PM ET",0
"TE","Allen Reisner",2500,"Bal@Den 04:25PM ET",0
"TE","Emil Igwenagu",2500,"Det@SD 04:05PM ET",0
"TE","Garrett Celek",2500,"Min@SF 10:20PM ET",2.433
"TE","Jamie Childers",2500,"Car@Jax 01:00PM ET",0
"TE","Evan Rodriguez",2500,"Ten@TB 04:25PM ET",0.000
"TE","Niles Paul",2500,"Mia@Was 01:00PM ET",5.919
"TE","Dave Paulson",2500,"Det@SD 04:05PM ET",0
"TE","James Hanna",2500,"NYG@Dal 08:30PM ET",0.489
"TE","Jake Stoneburner",2500,"Mia@Was 01:00PM ET",0
"TE","Joe Don Duncan",2500,"Bal@Den 04:25PM ET",0
"TE","Taylor Thompson",2500,"Ten@TB 04:25PM ET",1.467
"TE","Gerell Robinson",2500,"Mia@Was 01:00PM ET",0.000
"TE","Cory Harkey",2500,"Sea@StL 01:00PM ET",1.344
"TE","MarQueis Gray",2500,"Ind@Buf 01:00PM ET",1.723
"TE","Tim Wright",2500,"Ten@TB 04:25PM ET",4.872
"TE","Ryan Griffin",2500,"KC@Hou 01:00PM ET",1.569
"TE","Brad Smelley",2500,"Sea@StL 01:00PM ET",0
"TE","Chris Gragg",2500,"Ind@Buf 01:00PM ET",1.780
"TE","Ryan Otten",2500,"Min@SF 10:20PM ET",0
"TE","Luke Willson",2500,"Sea@StL 01:00PM ET",5.947
"TE","Jordan Thompson",2500,"Det@SD 04:05PM ET",0.000
"TE","Joseph Fauria",2500,"Det@SD 04:05PM ET",3.057
"TE","Jack Doyle",2500,"Ind@Buf 01:00PM ET",2.637
"TE","Vance McDonald",2500,"Min@SF 10:20PM ET",0.500
"TE","Marcel Jensen",2500,"Bal@Den 04:25PM ET",1.800
"TE","Justin Perillo",2500,"GB@Chi 01:00PM ET",0.000
"TE","Nick Kasa",2500,"Cin@Oak 04:25PM ET",0
"TE","Ryan Hewitt",2500,"Cin@Oak 04:25PM ET",1.488
"TE","Levine Toilolo",2500,"Phi@Atl 07:10PM ET",4.113
"TE","Justice Cunningham",2500,"Sea@StL 01:00PM ET",0
"TE","Matt Lengel",2500,"Cin@Oak 04:25PM ET",0
"TE","Gabe Holmes",2500,"Cin@Oak 04:25PM ET",0
"TE","Gavin Escobar",2500,"NYG@Dal 08:30PM ET",2.417
"TE","Ted Bolser",2500,"NO@Ari 04:05PM ET",0
"TE","Alex Bayer",2500,"Sea@StL 01:00PM ET",0.000
"TE","Dion Sims",2500,"Mia@Was 01:00PM ET",4.600
"TE","Blake Annen",2500,"GB@Chi 01:00PM ET",0.000
"TE","Orson Charles",2500,"NO@Ari 04:05PM ET",0
"TE","Arthur Lynch",2500,"Mia@Was 01:00PM ET",0
"TE","Brandon Bostick",2500,"Min@SF 10:20PM ET",0.553
"TE","Jerome Cunningham",2500,"NYG@Dal 08:30PM ET",0
"TE","Nic Jacobs",2500,"Car@Jax 01:00PM ET",0.738
"TE","Brandon Williams",2500,"Car@Jax 01:00PM ET",0.525
"TE","Cooper Helfet",2500,"Sea@StL 01:00PM ET",3.864
"TE","Devin Mahina",2500,"Mia@Was 01:00PM ET",0
"TE","Crockett Gillmore",2500,"Bal@Den 04:25PM ET",2.300
"TE","Trey Burton",2500,"Phi@Atl 07:10PM ET",0.067
"TE","Gerald Christian",2500,"NO@Ari 04:05PM ET",0
"TE","Blake Bell",2500,"Min@SF 10:20PM ET",0
"TE","Je'Ron Hamm",2500,"Mia@Was 01:00PM ET",0
"TE","Justin Sinz",2500,"Ind@Buf 01:00PM ET",0
"TE","Erik Swoope",2500,"Ind@Buf 01:00PM ET",0
"TE","Harold Spears",2500,"GB@Chi 01:00PM ET",0
"TE","James O'Shaughnessy",2500,"KC@Hou 01:00PM ET",0
"TE","MyCole Pruitt",2500,"Min@SF 10:20PM ET",0
"TE","Cameron Brate",2500,"Ten@TB 04:25PM ET",0.540
"TE","Will Tye",2500,"NYG@Dal 08:30PM ET",0
"TE","Chase Ford",2500,"Min@SF 10:20PM ET",4.982
"TE","C.J. Fiedorowicz",2500,"KC@Hou 01:00PM ET",0.853
"TE","Eric Tomlinson",2500,"Phi@Atl 07:10PM ET",0
"TE","Randall Telfer",2500,"Cle@NYJ 01:00PM ET",0
"TE","Brian Parker",2500,"Det@SD 04:05PM ET",0
"TE","Brian Vogler",2500,"GB@Chi 01:00PM ET",0
"TE","Mike McFarland",2500,"KC@Hou 01:00PM ET",0
"TE","Andrew Gleichert",2500,"Phi@Atl 07:10PM ET",0
"TE","Chase Dixon",2500,"Mia@Was 01:00PM ET",0
"TE","Taylor Sloat",2500,"Ten@TB 04:25PM ET",0
"TE","Connor Hamlett",2500,"Car@Jax 01:00PM ET",0
"TE","Casey Pierce",2500,"Det@SD 04:05PM ET",0
"TE","RaShaun Allen",2500,"Sea@StL 01:00PM ET",0.000
"TE","Scott Simonson",2500,"Car@Jax 01:00PM ET",0.000
"TE","Jake Murphy",2500,"Cin@Oak 04:25PM ET",0
"TE","Kyle Miller",2500,"Det@SD 04:05PM ET",0
"TE","Justin Tukes",2500,"Phi@Atl 07:10PM ET",0
"TE","Anthony Denham",2500,"KC@Hou 01:00PM ET",0.000
"TE","Tyler Kroft",2500,"Cin@Oak 04:25PM ET",0
"TE","Clay Burton",2500,"Ind@Buf 01:00PM ET",0
"TE","C.J. Uzomah",2500,"Cin@Oak 04:25PM ET",0
"TE","Jeff Heuerman",2500,"Bal@Den 04:25PM ET",0
"TE","Earnest Pettway",2500,"KC@Hou 01:00PM ET",0
"TE","Demetrius Harris",2500,"KC@Hou 01:00PM ET",0.625
"TE","Mitchell Henry",2500,"GB@Chi 01:00PM ET",0
"TE","Busta Anderson",2500,"Min@SF 10:20PM ET",0
"TE","Nick O'Leary",2500,"Ind@Buf 01:00PM ET",0
"TE","Jack Tabb",2500,"NO@Ari 04:05PM ET",0
"TE","Matt LaCosse",2500,"NYG@Dal 08:30PM ET",0
"TE","Tevin Westbrook",2500,"Ten@TB 04:25PM ET",0
"TE","Richard Rodgers",2500,"GB@Chi 01:00PM ET",3.906
"TE","Nick Boyle",2500,"Bal@Den 04:25PM ET",0
"TE","Eric Frohnapfel",2500,"Det@SD 04:05PM ET",0
"TE","Kennard Backman",2500,"GB@Chi 01:00PM ET",0
"TE","Ben Koyack",2500,"Car@Jax 01:00PM ET",0
"TE","Troy Niklas",2500,"NO@Ari 04:05PM ET",0.971
"TE","Ray Hamilton",2500,"NYG@Dal 08:30PM ET",0
"TE","Beau Gardner",2500,"Phi@Atl 07:10PM ET",0
"TE","Phillip Supernaw",2500,"Ten@TB 04:25PM ET",0.750
"TE","Wes Saxton",2500,"Cle@NYJ 01:00PM ET",0
"TE","Derek Carrier",2500,"Min@SF 10:20PM ET",1.791
"TE","Dominique Jones",2500,"Bal@Den 04:25PM ET",0.000
"TE","Brian Leonhardt",2500,"Cin@Oak 04:25PM ET",1.292
"TE","Geoff Swaim",2500,"NYG@Dal 08:30PM ET",0
"TE","E.J. Bibbs",2500,"Cle@NYJ 01:00PM ET",0
"TE","Gannon Sinclair",2500,"NO@Ari 04:05PM ET",0
"TE","Jean Sifrin",2500,"Ind@Buf 01:00PM ET",0
"TE","Khari Lee",2500,"KC@Hou 01:00PM ET",0
"TE","John Peters",2500,"Cin@Oak 04:25PM ET",0
"DST","Bears ",2400,"GB@Chi 01:00PM ET",6.563
"DST","Raiders ",2300,"Cin@Oak 04:25PM ET",3.813
